,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
,The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
693,鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路241~270號,18.22,商,,,1090109,土地1建物1車位2,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941230.0,224.14,4,2,2,有,有,14560000,64959.0,坡道機械,33.82,0,,RPQOMLRKKHPFFAE28CA
696,鼓山區,房地(土地+建物),高雄市鼓山區馬卡道路331~360號,11.64,商,,,1090120,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040731.0,126.23,3,3,2,有,有,8800000,69714.0,,0.0,0,,RPROMLLKKHPFFAE77CA
5,板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段151~180號,26.63,其他,,,1081019,土地1建物1車位2,十四層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,991217.0,382.37,4,2,3,有,有,71000000,211858.0,坡道平面,70.84,5000000,含增建或未登記建物。;買賣雙方合意，本案車位總價為新台幣500萬元，其土地之占比價格為新台幣310萬元，建物之占比價格為190萬元。,RPWRMLNJKHPFFAF78CA
10,土城區,房地(土地+建物),新北市土城區學府路二段7巷1~30號,12.03,住,,,1081222,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830614.0,86.53,3,1,1,有,無,9800000,113256.0,,0.0,0,含增建或未登記建物。;,RPTOMLRJKHPFFAF58CA
19,新莊區,房地(土地+建物),新北市新莊區民安路188巷8弄1~30號,4.46,商,,,1081228,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,901219.0,48.01,1,1,1,有,有,5300000,110394.0,,0.0,0,,RPRSMLNJKHPFFBF48CA
27,林口區,房地(土地+建物)+車位,新北市林口區文化三路二段1~30號,12.9,商,,,1081220,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970729.0,141.19,2,2,1,有,有,10000000,70827.0,坡道平面,39.18,0,,RPOQMLOJKHPFFBF08CA
30,新莊區,房地(土地+建物)+車位,新北市新莊區龍安路1~30號,13.71,住,,,1081219,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970507.0,154.62,3,2,2,有,有,14000000,90545.0,坡道平面,30.37,0,,RPPRMLOJKHPFFBF28CA
34,新莊區,房地(土地+建物)+車位,新北市新莊區新樹路601~630號,24.02,商,,,1081202,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970424.0,177.96,4,2,2,有,有,12500000,70241.0,坡道平面,42.83,0,,RPSTMLPJKHPFFBF88CA
36,林口區,房地(土地+建物)+車位,新北市林口區文化二路一段61~90號,18.65,住,,,1081221,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831028.0,135.96,3,2,2,有,有,9200000,67662.0,坡道平面,37.25,0,,RPUNMLQJKHPFFBF58CA
56,新店區,房地(土地+建物),新北市新店區建國路211~240號,9.62,住,,,1081222,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970710.0,85.43,2,2,1,有,有,16650000,194896.0,,0.0,0,含增建或未登記建物。;,RPUNMLOJKHPFFCF48CA
62,新店區,房地(土地+建物),新北市新店區安祥路110巷31~60號,37.7,,山坡地保育區,丙種建築用地,1081227,土地1建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850213.0,75.05000000000003,2,2,1,有,有,3600000,47968.0,,0.0,0,,RPXOMLMJLHPFFCF78CA
64,汐止區,房地(土地+建物),新北市汐止區水源路二段31~60號,28.62,住,,,1081230,土地1建物2車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840717.0,209.41,3,2,2,有,有,12600000,60169.0,,0.0,0,,RPPVMLKKKHPFFDF58CA
67,汐止區,房地(土地+建物)+車位,新北市汐止區新興路91~120號,23.08,住,,,1090110,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991109.0,162.84,3,2,2,有,有,15000000,92115.0,坡道平面,29.7,0,,RPQNMLOKKHPFFDF28CA
68,汐止區,房地(土地+建物)+車位,新北市汐止區建成路142巷31~60號,10.83,住,,,1081212,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851116.0,106.58,2,2,1,有,有,8300000,77876.0,坡道平面,35.58,0,含增建或未登記建物。;,RPSNMLOKKHPFFDF48CA
70,汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,30.4,,山坡地保育區,丙種建築用地,1081227,土地8建物1車位1,二十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202.0,116.01,2,2,1,有,有,8900000,76718.0,坡道機械,24.63,0,,RPXNMLPLKHPFFDF56CA
73,汐止區,房地(土地+建物),新北市汐止區福德一路12巷31~60號,14.3,住,,,1090113,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850215.0,97.08,3,2,1,有,有,8000000,82406.0,,0.0,0,,RPUNMLPLKHPFFDF88CA
74,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段121~150號,46.0,商,,,1081214,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040312.0,240.17,4,2,2,有,有,13580000,63776.0,坡道平面,47.62,1300000,,RPXNMLNJKHPFFEF88CA
75,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路三段121~150號,46.42,商,,,1081212,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040312.0,242.18,4,2,2,有,有,12480000,57463.0,坡道平面,47.62,1300000,,RPWPMLNJKHPFFEF98CA
81,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段211~240號,24.24,住,,,1081229,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080828.0,161.22,2,2,2,有,有,11000000,73799.0,坡道平面,33.17,1550000,,RPQNMLQJKHPFFEF48CA
82,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷1~30號,24.22,住,,,1090107,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020916.0,157.41,3,2,2,有,有,7920000,50314.0,坡道平面,30.43,0,,RPQNMLKKKHPFFEF97CA
83,淡水區,房地(土地+建物),新北市淡水區淡金路77巷1~30號,15.95,住,,,1081229,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890616.0,90.13,2,2,1,有,有,6750000,74892.0,,0.0,0,,RPUTMLMKKHPFFEF56CA
85,八里區,房地(土地+建物)+車位,新北市八里區商港路91~120號,21.18,住,,,1081212,土地1建物1車位2,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306.0,136.85000000000002,2,2,1,有,有,8400000,65341.0,坡道機械,32.78,1600000,,RPWPMLRKKHPFFEF86CA
96,三重區,房地(土地+建物),新北市三重區溪尾街121~150號,8.3,商,,,1081219,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870717.0,110.9,3,2,1,有,有,10200000,91975.0,,0.0,0,,RPQOMLRKKHPFFGF98CA
98,蘆洲區,房地(土地+建物)+車位,新北市蘆洲區永安南路二段331~360號,13.94,住,,,1081217,土地2建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920829.0,150.07999999999996,3,2,2,有,有,12000000,79957.0,坡道平面,36.25,0,含增建或未登記建物。;,RPQNMLPLKHPFFGF78CA
103,中和區,房地(土地+建物)+車位,新北市中和區中正路271~300號,9.82,住,,,1090103,土地2建物1車位1,九層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831115.0,151.35,3,2,2,有,有,14500000,95804.0,坡道平面,0.0,0,,RPQOMLPJKHPFFHF78CA
105,中和區,房地(土地+建物)+車位,新北市中和區中正路1~30號,16.5,住,,,1081225,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,910507.0,202.7,4,2,2,有,有,23200000,114455.0,坡道機械,31.64,0,,RPRPMLPJKHPFFHF98CA
108,永和區,房地(土地+建物)+車位,新北市永和區仁愛路271~300號,21.84,住,,,1081211,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940607.0,158.63,3,2,2,有,有,23000000,144991.0,坡道平面,35.5,0,,RPWOMLRJKHPFFHF96CA
114,中和區,房地(土地+建物),新北市中和區中正路1~30號,2.56,住,,,1081126,土地2建物1車位0,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851116.0,33.160000000000004,1,0,1,有,有,4200000,126659.0,,0.0,0,本買賣案件係屬二親等間特殊交易。,RPPPMLOKKHPFFHF78CA
123,樹林區,房地(土地+建物),新北市樹林區俊英街181~210號,5.38,住,,,1081227,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840211.0,59.61,2,1,1,有,有,4200000,70458.0,,0.0,0,含增建或未登記建物。;,RPXOMLOJKHPFFIF86CA
128,三峽區,房地(土地+建物)+車位,新北市三峽區復興路31~60號,17.41,住,,,1081222,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880205.0,209.53,4,2,2,有,有,14380000,68630.0,坡道平面,44.31,0,,RPVOMLPJKHPFFIF76CA
129,三峽區,房地(土地+建物),新北市三峽區復興路31~60號,12.55,住,,,1081219,土地2建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880205.0,115.84,3,2,2,有,有,9250000,79852.0,,0.0,0,,RPTVMLKKKHPFFIF86CA
141,新莊區,房地(土地+建物),新北市新莊區民安西路361~390號,9.1,住,,,1081218,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850311.0,70.27,3,1,1,有,有,5000000,71154.0,,0.0,0,含增建或未登記建物。,RPXSMLOJKHPFFBF66DA
144,新莊區,房地(土地+建物),新北市新莊區中和街175巷1~30號,16.16,住,,,1081022,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831111.0,100.9,3,2,2,有,有,10950000,108523.0,,0.0,0,,RPWNMLSJKHPFFBF09DA
145,新莊區,房地(土地+建物),新北市新莊區立信三街7巷1~30號,10.61,住,,,1081225,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951121.0,82.77,2,2,1,有,有,9700000,117192.0,,0.0,0,,RPWQMLSJKHPFFBF76DA
151,汐止區,房地(土地+建物),新北市汐止區長江街91~120號,13.28,住,,,1081211,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841201.0,67.04,2,2,1,有,有,5200000,77566.0,,0.0,0,含增建或未登記建物。,RPPNMLTJKHPFFDF68DA
152,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段181~210號,15.55,住,,,1081224,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970609.0,118.02,2,2,1,有,有,6300000,59670.0,坡道機械,24.17,700000,,RPXNMLOJKHPFFEF09DA
159,永和區,房地(土地+建物)+車位,新北市永和區保安路271~300號,6.87,住,,,1081122,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880804.0,129.7,2,2,1,有,有,15800000,168539.0,坡道平面,47.82,2000000,含增建或未登記建物。,RPPOMLOJKHPFFHF68DA
165,土城區,房地(土地+建物),新北市土城區中央路四段61~90號,11.91,住,,,1081223,土地1建物1車位0,十四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870422.0,124.09,3,2,2,有,有,11800000,95092.0,,0.0,0,,RPQQMLKKLHPFFAF18EA
166,新莊區,房地(土地+建物),新北市新莊區龍安路278巷1~30號,19.61,住,,,1081212,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840729.0,139.05,3,1,2,有,有,6000000,43150.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLOJKHPFFBF38EA
175,淡水區,房地(土地+建物),新北市淡水區學府路136巷31~60號,6.8,住,,,1081228,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961002.0,32.07,0,0,0,無,有,2350000,73277.0,,0.0,0,,RPRQMLLKLHPFFEF78EA
176,中和區,房地(土地+建物)+車位,新北市中和區宜安路1~30號,18.19,住,,,1090107,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931008.0,154.73000000000005,3,2,1,有,有,20680000,133652.0,坡道平面,41.2,0,,RPRPMLPLKHPFFHF76EA
181,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段151~180號,15.0,住,,,1090103,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731.0,116.84,2,1,1,有,有,7200000,61623.0,坡道平面,31.45,0,,RPTPMLQJLHPFFEF66EA
190,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路1~30號,14.64,其他,,,1081225,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960827.0,135.09,2,2,1,有,有,10000000,91600.0,坡道平面,39.02,1200000,含增建或未登記建物。,RPVQMLLLKHPFFEF09DA
197,新莊區,房地(土地+建物),新北市新莊區裕民街124巷1~30號,13.05,住,,,1081117,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850619.0,81.96,2,2,1,有,有,8000000,97609.0,,0.0,0,含增建或未登記建物。,RPVQMLRKKHPFFBF66DA
203,板橋區,房地(土地+建物),新北市板橋區國慶路151~180號,10.34,商,,,1081231,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840727.0,116.16,3,2,2,有,有,13560000,116736.0,,0.0,0,含增建或未登記建物。,RPQOMLQJKHPFFAF28DA
204,板橋區,房地(土地+建物),新北市板橋區莊敬路121~150號,13.91,住,,,1081217,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860802.0,88.23,3,2,2,有,有,15500000,175677.0,,0.0,0,含增建或未登記建物。,RPSOMLPJKHPFFAF38DA
217,永和區,房地(土地+建物)+車位,新北市永和區秀朗路二段211~240號,21.1,住,,,1081115,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871027.0,179.25,4,2,2,有,有,19500000,110285.0,坡道平面,15.13,1400000,親友、員工或其他特殊關係間之交易。;,RPOPMLRJKHPFFHF88CA
220,永和區,房地(土地+建物)+車位,新北市永和區永元路95巷1~30號,23.46,住,,,1081219,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950103.0,171.38,4,2,2,有,有,21780000,127086.0,坡道機械,0.0,0,含增建或未登記建物。;,RPXOMLPJKHPFFHF86CA
229,蘆洲區,房地(土地+建物),新北市蘆洲區民權路38巷1~30號,15.5,住,,,1081221,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900120.0,103.01,3,2,2,有,無,12250000,118920.0,,0.0,0,,RPSOMLLKKHPFFGF58CA
233,三重區,房地(土地+建物),新北市三重區重新路一段121~150號,5.57,其他,,,1081231,土地1建物1車位0,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220.0,96.27,2,1,1,有,有,14500000,150618.0,,0.0,0,,RPXVMLPJKHPFFGF47CA
235,三重區,房地(土地+建物)+車位,新北市三重區河邊北街31~60號,12.04,住,,,1081117,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891011.0,164.16,3,2,2,有,有,13880000,84552.0,坡道機械,0.0,0,含增建或未登記建物。;,RPTSNLPJKHPFFGF86CA
239,淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路121~150號,37.85,住,,,1081205,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880525.0,187.18,3,2,2,有,有,6200000,33123.0,坡道平面,46.4,0,,RPRNMLQLKHPFFEF78CA
240,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,28.04,住,,,1031110,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,170.06,3,2,2,有,有,11980000,75592.0,坡道平面,26.13,1100000,,RPPPMLSKKHPFFEF88CA
241,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,28.04,住,,,1031110,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,170.06,3,2,2,有,有,12060000,76148.0,坡道平面,26.13,1100000,,RPSNMLKLKHPFFEF28CA
242,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,29.51,住,,,1031110,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,176.32,3,2,2,有,有,12980000,79100.0,坡道平面,26.13,1100000,,SPSNMLKLKHPFFEF38CA
243,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,29.51,住,,,1031111,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,176.32,3,2,2,有,有,12890000,78501.0,坡道平面,26.13,1100000,,RPTNMLKLKHPFFEF38CA
246,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,18.53,住,,,1081226,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,125.24,2,1,2,有,有,8000000,71474.0,坡道平面,30.1,1200000,,RPVNMLKLKHPFFEF58CA
247,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段121~150號,36.57,住,,,1080923,土地1建物1車位1,一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,223.51,4,2,3,有,有,15980000,75901.0,坡道平面,30.1,1300000,,RPWNMLKLKHPFFEF68CA
248,八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1090101,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,138.14,2,2,1,有,有,7550000,63519.0,坡道平面,32.66,850000,,RPOPMLRKKHPFFEF68CA
249,淡水區,房地(土地+建物)+車位,新北市淡水區民權路211~240號,15.58,住,,,1081020,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961005.0,161.73000000000005,3,2,2,有,有,18300000,113152.0,坡道平面,20.76,0,含增建或未登記建物。;,RPTNMLQJKHPFFEF78CA
250,淡水區,房地(土地+建物),新北市淡水區新春街91巷1~30號,15.53,住,,,1090106,土地1建物1車位0,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860514.0,92.27,2,1,2,有,有,5250000,56898.0,,0.0,0,,RPPQMLPJKHPFFEF58CA
251,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,19.44,住,,,1081215,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126.0,144.66000000000003,2,2,1,有,有,10400000,71893.0,坡道平面,34.43,0,,RPQNMLPJKHPFFEF38CA
252,淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,16.66,住,,,1081103,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126.0,126.15,2,2,1,有,有,8800000,69758.0,坡道平面,34.43,0,,RPRNMLPJKHPFFEF48CA
253,淡水區,房地(土地+建物)+車位,新北市淡水區新市一路二段241~270號,24.6,住,,,1081220,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051121.0,178.18,3,2,2,有,有,13500000,75766.0,坡道機械,15.9,0,,RPSNMLPJKHPFFEF58CA
265,新店區,房地(土地+建物)+車位,新北市新店區新坡一街61~90號,60.9,,山坡地保育區,丙種建築用地,1081219,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840704.0,151.91,4,2,2,有,有,11330000,74584.0,坡道平面,0.0,1300000,含增建或未登記建物。;,RPSNMLPJKHPFFCF38CA
